NOM	ADREÇA	DISTRICTE	C. P.	POBLACIO	PAIS	Telèfon 1	Telèfon 2	WEB	E-MAIL	INFO EXTRA 1	INFO EXTRA 2	INFO EXTRA 3
Restaurant Fort Pienc	Ausias Marc 0077	Eixample	08013	BARCELONA	ESPANYA	+34 932656028						
Bar Restaurant Bierzo	Carrer Ausiàs Marc 138	Eixample	08013	BARCELONA	ESPANYA	+34 932311420						
Bar Restaurant Piratas	Carrer Ausias Marc 157	Eixample	08013	BARCELONA	ESPANYA	+34 932457642						
Restaurant El Gallo Quirico	Carrer Avinyó 19	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933010280						
Bar Casa El Agüelo	Avinyó 0037	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933102325						
Restaurant Pitarra	Carrer Avinyó 56	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933011647	+34 933018562	http://www.restaurantpitarra.cat	info@restaurantpitarra.cat			
Bar Restaurant Rodeo	Carrer Badal 50	Sants-Montjuïc	08014	BARCELONA	ESPANYA	+34 934213910						
Restaurant O'Bierzo	Carrer Vila i Vilà 73	Sants-Montjuïc	08004	BARCELONA	ESPANYA	+34 934418204		http://www.obierzo.com				
Restaurant Soulet	Carrer Bailèn 122	Eixample	08009	BARCELONA	ESPANYA	+34 934589872						
Restaurant Mesón La Tinaja	Carrer Bailèn 206 bxs	Gràcia	08037	BARCELONA	ESPANYA	+34 932073624						
Cerveseria Snack Bar Seven	Carrer Balmes 64	Eixample	08007	BARCELONA	ESPANYA	+34 934875216						
Bar Restaurant La Brochette	Carrer Balmes 122	Eixample	08008	BARCELONA	ESPANYA	+34 932158944						
Restaurant Trattoria Topogigio	Carrer Balmes 139	Eixample	08008	BARCELONA	ESPANYA	+34 932183193						
Bar Restaurant Baztan	Carrer Balmes 147	Eixample	08008	BARCELONA	ESPANYA	+34 932171155						
Cervesseria Restaurant Tra-Bal	Carrer Balmes 203	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 932373509	+34 932373509					
Restaurant Creperie Bretonne	Carrer Balmes 274	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 932173048						
Restaurant La Carreta	Carrer Balmes 358	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 934185784	+34 934181376					
Bar Bavara	Balmes 0470	Sarrià-Sant Gervasi	08022	BARCELONA	ESPANYA	+34 934170649						
Bar Restaurant Hermanos Loureido	Carrer Basses de Sant Pere 10	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933193029						
Bar Restaurant La Cova Fumada	Carrer Baluard 56 bxs	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 932214061						
Restaurant Ciutat Comtal	Carrer Banys Nous 8	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933022102						
Bar Restaurant El Portalon	Carrer Banys Nous 20	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933021187						
Restaurant Egipte-Rambla	Carrer la Rambla 79	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933179545	+34 933181544	http://www.egipte_rambla.com				
Bar Bocatta - La Rambla	Carrer la Rambla 89	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 934123098	+34 934123098	http://www.bocatta.es				
Restaurant Viena - La Rambla	Carrer la Rambla 115 bxs	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933171492	+34 937450773	http://www.viena.es		+34 933424198		
Restaurant La Poma	Carrer la Rambla 117	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933019400	+34 933010035	http://www.restaurantelapoma.com	reservas@restaurantelapoma.com	info@restaurantelapoma.com		
Bar Pans & Company - La Rambla	Carrer la Rambla 123	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933016621	+34 934120768	http://www.pansandcompany.com				
Restaurant Moka	la Rambla 126	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933026886	+34 933186948					
Bar Restaurant Baviera	Carrer la Rambla 127	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933026063	+34 933019225			+34 933040147		
Bar Restaurant Núria - La Rambla	Carrer la Rambla 133	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933023847	+34 933174377	http://www.nuria.com	nuria@nuria.com	+34 933174377		
Bar Burger King - Rambla, 135	Carrer la Rambla 135	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 934813530	+34 933015836					
Restaurant O'Eiro	Berlín 55	Les Corts	08029	BARCELONA	ESPANYA	+34 933214707	+34 933214707					
Restaurant Claudia	Carrer Bigai 3	Sarrià-Sant Gervasi	08022	BARCELONA	ESPANYA	+34 932112070						
Bar Restaurant Cadí 2	Carrer Bolívia 340	Sant Martí	08019	BARCELONA	ESPANYA	+34 933081947						
Restaurant Creperia Crep Nova	Pg Bonanova 12	Sarrià-Sant Gervasi	08022	BARCELONA	ESPANYA	+34 932115597						
Restaurant Asador del Mar	Carrer Bori i Fontestà 45	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 932012577	+34 934143622	http://www.monchos.com				
Restaurant La Carassa	Carrer Brosolí 1	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933103306						
Restaurant El Asador de Burgos	Carrer Bruc 118	Eixample	08009	BARCELONA	ESPANYA	+34 932073160						
Café Arabia	Carrer Bruniquer 38	Gràcia	08024	BARCELONA	ESPANYA	+34 932133050						
Restaurant Patxi	Carrer Bonavista 21	Gràcia	08012	BARCELONA	ESPANYA	+34 932172157						
Restaurant Cafeteria Piper's	Carrer Buenos Aires 42	Eixample	08036	BARCELONA	ESPANYA	+34 934305154	+34 934390231		el_pipers@inicia.es			
Restaurant Santiaguiño	Carrer Buenos Aires 2-4 bxs	Eixample	08029	BARCELONA	ESPANYA	+34 934103022	+34 934192115	http://www.santiaguino.com		+34 934192115		
Restaurant Eucaliptus	Carrer Bonsuccés 4	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933021824		http://www.eucaliptus.com				
Bar Restaurant Julivert Meu	Carrer Bonsuccés 7	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933180343	+34 933180343					
Restaurant Bioasis	Carrer Bonsuccés 8	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933041559						
Restaurant La Fragua	Rbla Raval 15	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934428097						
Restaurant La Queixalada d'en Xavi	Carrer Calàbria 31	Eixample	08015	BARCELONA	ESPANYA	+34 933254448		http://www.laqueixaladadenxavi.com	contacto@laqueixaladadenxavi.com			
Restaurant Xinès Hong-Kong	Carrer Calàbria 164	Eixample	08015	BARCELONA	ESPANYA	+34 932260753						
Restaurant La Font del Bosc	Carrer Calàbria 171	Eixample	08015	BARCELONA	ESPANYA	+34 932266042	+34 932264253	http://www.lafontdelbosc.com			+34 932264253	
Bar Restaurant Pizzeria La Bella Napoli	Carrer Calàbria 232	Eixample	08029	BARCELONA	ESPANYA	+34 933229858						
Bar Restaurant El Lagarto de Jaen	Carrer Calderón de la Barca 71	Horta-Guinardó	08032	BARCELONA	ESPANYA	+34 934293149						
Restaurant Xinès Orquidea	Carrer Calvet 14	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932099539	+34 932005011			+34 932099539		
La Flama	Calvet 0014	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932090750						
Restaurant Marisqueria Marisk	Carrer Calvet 27	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932006796		http://www.marisk.net				
Bar Restaurant Kentucky Fried Chicken - F Macià	Pl Francesc Macià 8	Eixample	08029	BARCELONA	ESPANYA	+34 934109231						
Restaurant Bar Indians	Carrer Campo Florido 52	Sant Andreu	08027	BARCELONA	ESPANYA	+34 933527262						
Restaurant Canet	Carrer Canet 38	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 932050768	+34 932050768	http://www.canetsarria.es				
Restaurant Garlana	Carrer Capità Arenas 27	Les Corts	08034	BARCELONA	ESPANYA	+34 932039768						
Bar Puzzler's	G.V. Carles III 93-95	Les Corts	08028	BARCELONA	ESPANYA	+34 933302270						
Bar Méndez	Rbla Carmel 70	Horta-Guinardó	08032	BARCELONA	ESPANYA	+34 934201042						
Restaurant Quo Vadis	Carrer Carme 7	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933024072	+34 933177447	http://www.restaurantquovadis.com	info@restaurantquovadis.com	+34 933010435		
Restaurant Nou Miño	Carme 0019	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933101005						
Bar Muy buenas	Carrer Carme 63	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934425053						
Restaurant Mesón David	Carrer Carretes 63	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934415934						
Restaurant Cafetetia Jardí	Carrer Cartagena 217	Eixample	08013	BARCELONA	ESPANYA	+34 932326401						
Bar Cuatro Puertas	Cartellà 60	Nou Barris	08031	BARCELONA	ESPANYA	+34 934294930						
Bar Restaurant Chapolín	Ca l'Alegre 4	Gràcia	08023	BARCELONA	ESPANYA	+34 934186073	+34 934189961					
Restaurant Reguant	Carrer Casanova 15 bxs	Eixample	08011	BARCELONA	ESPANYA	+34 934246348	+34 934242146					
Bar Taverna de Mastia	Casanova 0022	Eixample	08011	BARCELONA	ESPANYA	+34 933231139						
Xarcuteria -  Càtering Les Gourmets	Carrer Casanova 118-120	Eixample	08036	BARCELONA	ESPANYA	+34 933231959	+34 933231959		gourmets@lesgourmets.es	http://www.lesgourmets.es		
Restaurant Slavia	Carrer Casanova 189	Eixample	08036	BARCELONA	ESPANYA	+34 934391710						
Restaurant El Mussol - Casp	Carrer Casp 19	Eixample	08010	BARCELONA	ESPANYA	+34 933017610	+34 934126030	http://www.angrup.com				
Restaurant La Fogaccia	Carrer Castellnou 44	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 932806434						
Bar Gines	Castillejos 373	Horta-Guinardó	08025	BARCELONA	ESPANYA	+34 934365128						
Bar Restaurant Kentucky Fried Chicken - Pl Catalunya	Pl Catalunya 8	Eixample	08007	BARCELONA	ESPANYA	+34 934125484						
Bar Restaurant Matamala	Rbla Catalunya 13	Eixample	08007	BARCELONA	ESPANYA	+34 933026631		http://www.matamalarestaurant.com				
Forn de Sant Jaume	Rbla Catalunya 50	Eixample	08007	BARCELONA	ESPANYA	+34 932160229						
Bar Restaurant La Bodegueta	Rbla Catalunya 100	Eixample	08008	BARCELONA	ESPANYA	+34 932154894						
Restaurant Cal Lluís	Carrer Cera 49	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934411187	+34 934420456					
Restaurant Pizzeria Les Nenes	Carrer Sardenya 207	Eixample	08013	BARCELONA	ESPANYA	+34 932453116						
Restaurant Rincón de León	Carrer Sardenya 304	Eixample	08013	BARCELONA	ESPANYA	+34 932462414						
Bar Restaurant Can Sole	Pg Colom 17	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933026174						
Restaurant Sailor	Pg Colom 7	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933107031						
Café Restaurant La Flor del Norte	Pg Colom 10	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933152659						
Restaurant Rias Baixas	Comandant Benitez 31	Les Corts	08028	BARCELONA	ESPANYA	+34 933303091						
Restaurant Tragaluz	Ptge Concepció 5	Eixample	08008	BARCELONA	ESPANYA	+34 934870621	+34 934870196			+34 934877083	grupotragaluz@grupotragaluz.com	http://www.grupotragaluz.com
Restaurant Taverna Can Margarit	Carrer Concòrdia 21	Sants-Montjuïc	08004	BARCELONA	ESPANYA	+34 934416723						
Restaurant Japonès Tokyo Sushi	Carrer Comtal 20	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933176180	+34 933176115					
Bar Restaurant El Pollo Campero	Carrer Nou de la Rambla 46	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933299522						
Restaurant Can Miseries	Carrer Comte Borrell 106	Eixample	08015	BARCELONA	ESPANYA	+34 934547837						
Restaurant As Vieiras	Carrer Comte Borrell 171	Eixample	08015	BARCELONA	ESPANYA	+34 934531125	+34 934531125					
Restaurant Mimmo's	Comte de Güell 0056	Les Corts	08028	BARCELONA	ESPANYA	+34 934495201						
Restaurant Bar Bodega Casa Jaume	Carrer Consell de Cent 222	Eixample	08011	BARCELONA	ESPANYA	+34 934533080						
Bar Restaurant Pica-Pica	Carrer Consell de Cent 233	Eixample	08011	BARCELONA	ESPANYA	+34 934512982						
Restaurant Casa Dario	Carrer Consell de Cent 256	Eixample	08011	BARCELONA	ESPANYA	+34 934533135	+34 934547699	http://www.casadario.com	casadario@casadario.com	+34 934513395	casadario@gmail.com	
Bar Cerveseria d'Or	Consell de Cent 339	Eixample	08007	BARCELONA	ESPANYA	+34 934881748						
Restaurant El Rodizio	Carrer Consell de Cent 403	Eixample	08009	BARCELONA	ESPANYA	+34 932655112						
Xapacó	Consell de Cent 411 Baix	Eixample	08009	BARCELONA	ESPANYA	+34 932653436						
Bodega de l'Avi Manel	Carrer Consell de Cent 416	Eixample	08009	BARCELONA	ESPANYA	+34 932453393						
Bar Restaurant Mesón el Paco	Carrer Consell de Cent 575	Eixample	08013	BARCELONA	ESPANYA	+34 932658925						
Restaurant La Llimona	Constança 6	Les Corts	08029	BARCELONA	ESPANYA	+34 934303562						
Cafeteria Restaurant El Pibe	Carrer Copons 2	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933181078						
Bar Orlyt	Còrsega 203	Eixample	08036	BARCELONA	ESPANYA	+34 934103026						
Restaurant Japonès Koyuki	Carrer Còrsega 242	Eixample	08036	BARCELONA	ESPANYA	+34 932378490						
Restaurant Cafeteria El Vell Camembert	Carrer Còrsega 272	Eixample	08008	BARCELONA	ESPANYA	+34 932173483						
Restaurant Cafeteria Justinianus	Carrer Còrsega 300	Eixample	08008	BARCELONA	ESPANYA	+34 932375731		http://www.justinianus.es				
Restaurant Japonès Yu Ja	Carrer Còrsega 343	Gràcia	08037	BARCELONA	ESPANYA	+34 932375310						
Restaurant Xinès Zhao Yang	Carrer Còrsega 391	Gràcia	08037	BARCELONA	ESPANYA	+34 934592962	+34 934592962					
Crem Café	Còrsega 0518	Eixample	08025	BARCELONA	ESPANYA	+34 934556850						
Bar Restaurant Los Jardines	Trav Corts 350	Les Corts	08029	BARCELONA	ESPANYA	+34 934300084						
Bar Restaurant Crespo	Carrer Cristóbal de Moura 23	Sant Martí	08019	BARCELONA	ESPANYA	+34 933071037						
Bar Restaurant Copa d'Or	Aristides Maillol 13	Les Corts	08028	BARCELONA	ESPANYA	+34 933339181						
Bar Restaurant La Jarra	Aristides Maillol 19	Les Corts	08028	BARCELONA	ESPANYA	+34 933332220						
Restaurant El Pozairon	Carrer Diputació 55 bxs	Eixample	08015	BARCELONA	ESPANYA	+34 933251762						
Mediterrani Restaurant	Carrer Diputació 73	Eixample	08015	BARCELONA	ESPANYA	+34 933250282						
Bar Restaurant El Bierzo a Tope	Carrer Diputació 159	Eixample	08011	BARCELONA	ESPANYA	+34 934537045						
Restaurant Racó d'en Cesc	Carrer Diputació 201	Eixample	08011	BARCELONA	ESPANYA	+34 934532352	+34 934516002			+34 934532352		
Bar Restaurant Taormina	Carrer Diputació 256	Eixample	08007	BARCELONA	ESPANYA	+34 933012441						
Restaurant Portolés	Carrer Diputació 375	Eixample	08013	BARCELONA	ESPANYA	+34 932453110						
Restaurant Gorría	Carrer Diputació 421	Eixample	08013	BARCELONA	ESPANYA	+34 932327857	+34 932451164	http://www.restaurantegorria.com	info@restaurantegorria.com	+34 932327857		
Restaurant El Asador de Aranda - Av Tibidabo	Av Tibidabo 31	Sarrià-Sant Gervasi	08022	BARCELONA	ESPANYA	+34 934170115	+34 932122482	http://www.asadoraranda.com	asador@asadoraranda.com	+34 932122482		
Restaurant  Bar Musical Danzatoria	Av Tibidabo 61	Sarrià-Sant Gervasi	08035	BARCELONA	ESPANYA	+34 932116261	+34 934184360	http://www.danzatoria-barcelona.com	danzatoria@group-azo.com			
Restaurant La Farigola	Doctor August Pi i Sunyer 12	Les Corts	08034	BARCELONA	ESPANYA	+34 932048704			farigola@telefonica.net			
Restaurant  Quilez	Pl Doctor Ignasi Barraquer 5	Les Corts	08029	BARCELONA	ESPANYA	+34 933213010						
Ristorante Le Quattro Stagione	Carrer Doctor Roux 37	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 932052279	+34 932806585		restaurante@4stagione.com	+34 932057865		
Restaurant El Taco	Dos de Maig 217	Eixample	08013	BARCELONA	ESPANYA	+34 932465220						
Bar Queimada	Dos de Maig 0270	Sant Martí	08025	BARCELONA	ESPANYA	+34 933481960						
Restaurant Celeste	Carrer Dos de Maig 317	Eixample	08025	BARCELONA	ESPANYA	+34 934357074						
Restaurant Els Hostalets	Carrer Enamorats 11-13	Eixample	08013	BARCELONA	ESPANYA	+34 932451188	+34 932453355			+34 932453355		
Bar Restaurant Torrente	Carrer Encarnació 43	Gràcia	08024	BARCELONA	ESPANYA	+34 932132065						
Restaurant El Trinquet	Carrer Ramon Turró 180 Bxs	Sant Martí	08005	BARCELONA	ESPANYA	+34 932250005						
Restaurant Ponsa	Carrer Enric Granados 89	Eixample	08008	BARCELONA	ESPANYA	+34 934531037	+34 934531037					
Bar Restaurant Casa Jaime	Carrer Enric Granados 107	Eixample	08008	BARCELONA	ESPANYA	+34 932181055						
Bar Restaurant Gallardo	Carrer Entença 45	Eixample	08015	BARCELONA	ESPANYA	+34 934260495						
Restaurant Cerveseria Saudade	Carrer Entença 64	Eixample	08015	BARCELONA	ESPANYA	+34 933259272						
Restaurant Xinès Peonia	Carrer Entença 146	Eixample	08029	BARCELONA	ESPANYA	+34 934199245						
Restaurant La Torreta	Carrer Escorial 158	Gràcia	08024	BARCELONA	ESPANYA	+34 932845111						
Restaurant Los Caracoles	Carrer Escudellers 14	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933023185	+34 933012041	http://www.versin.com/caracoles	caracoles@versin.com	+34 933020743		
Restaurant El Trapio	Carrer Esperança 25	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 932115817	+34 932113563	http://www.restauranteltrapio.com		+34 934171037		
Restaurant El Central	Carrer Estruc 24	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933026954			antonioelcentral@hotmail.com			
Café-Bar	Pg Exposició 85	Sants-Montjuïc	08004	BARCELONA	ESPANYA	+34 933292331						
Bar Restaurant Rodri	Pg Fabra i Puig 279	Nou Barris	08031	BARCELONA	ESPANYA	+34 933583533						
Restaurant El Patio Andaluz - Fastenrath	Carrer Fastenrath 14	Horta-Guinardó	08035	BARCELONA	ESPANYA	+34 932112071						
Bar Restaurant Kentucky Fried Chicken - Ferran	Carrer Ferran 2	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 934125154						
Restaurant Don Fernando	Carrer Ferran 16	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933023330						
Bar Restaurant Compostela	Carrer Ferran 30	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933182317		http://www.compostelarestaurant.com				
Bar Restaurant Canari	Pl Lesseps 32	Sarrià-Sant Gervasi	08023	BARCELONA	ESPANYA	+34 932174682						
Restaurant Ca l'Isidre	Carrer Flors 12	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934411139		http://www.cal'isidre.com	info@cal'isidre.com	+34 934425720	+34 934425271	
Restaurant Cruixent	Carrer Floridablanca 3	Eixample	08015	BARCELONA	ESPANYA	+34 933256002		http://www.cruixent.net				
Bar Restaurant Cafeteria Caféparís	Carrer Floridablanca 102	Eixample	08015	BARCELONA	ESPANYA	+34 933252486		http://www.cafeparis.org	delfinvela@hotmail.com			
Restaurant Maur Pasta	Carrer Floridablanca 119	Eixample	08011	BARCELONA	ESPANYA	+34 933257039						
Restaurant Telirium	Carrer Flos i Calcat 18	Les Corts	08034	BARCELONA	ESPANYA	+34 932064530	+34 932054617	http://www.grupcacheiro.com		Av Diagonal 656		
Bar Restaurant Kentucky Fried Chicken - Fontanella	Carrer Fontanella 16	Ciutat Vella	08010	BARCELONA	ESPANYA	+34 933173685		http://www.kenchic.net				
Restaurant Estel de Gràcia	Carrer Francisco Giner 23	Gràcia	08012	BARCELONA	ESPANYA	+34 933684429	+34 933684754	http://www.esteldegracia.com	esteldegracia@hotmail.com			
Bar Restaurant Esdiba	Carrer Fra Juníper Serra 77	Sant Andreu	08030	BARCELONA	ESPANYA	+34 933052104						
Restaurant Piolindo	Carrer Freixures 6	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933190553						
Restaurant El Mirador de la Venta	Pl Doctor Andreu 1	Sarrià-Sant Gervasi	08035	BARCELONA	ESPANYA	+34 932126455	+34 932125144	http://www.restaurantlaventa.com	laventa@restaurantlaventa.com			
Pizzeria Restaurant Ciutat Comtal	Carrer Galileu 1	Sants-Montjuïc	08028	BARCELONA	ESPANYA	+34 934110413	+34 934903653	http://www.pizzeriaciudadcondal.com				
Restaurant El Mesonet	Carrer Galileu 1 Baix	Sants-Montjuïc	08028	BARCELONA	ESPANYA	+34 933392970	+34 933392970					
Restaurant Can Manel	Carrer Galileu 85	Sants-Montjuïc	08028	BARCELONA	ESPANYA	+34 933391047						
Bar Restaurant Jesús	Galileu 256	Les Corts	08028	BARCELONA	ESPANYA							
El Reco de les Corts	Galileu 316	Les Corts	08028	BARCELONA	ESPANYA	+34 934305187						
Restaurant Via Veneto	Carrer Ganduxer 10	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932007244	+34 932007024	http://www.viavenetorestaurant.com		+34 932016095		
Restaurant Indret de Semon	Carrer Ganduxer 31	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932016931	+34 932403087			+34 932010292		
Bar Laie	Av Drassanes 0027	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933298502						
Bar Restaurant Kentucky Fried Chicken - Av Gaudí	Av Gaudí 2	Eixample	08025	BARCELONA	ESPANYA	+34 934330717						
Restaurant Pizzeria La Piazzenza	Av Gaudí 16	Eixample	08025	BARCELONA	ESPANYA	+34 934509952						
Restaurant Cafeteria Bon Punt	Av Gaudí 45	Eixample	08025	BARCELONA	ESPANYA	+34 934552439						
Restaurant Braseria Cal Ramon	Av Gaudí 74	Eixample	08025	BARCELONA	ESPANYA	+34 934364127						
Restaurant Vanessa	Av Gaudí 85	Eixample	08025	BARCELONA	ESPANYA	+34 934359173						
Restaurant Can Jaume	Av Pau Casals 10	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932007512						
Bar Restaurant Boga-Boga	Carrer Ample 20	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933150104						
Bar Restaurant Mesón a Roda	Carrer Ample 34	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933152679		http://www.pulperiaroda.com				
Restaurant Chardonnay	Carrer Ample 46 bxs	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933152260						
Bar La Repanocha	Carrer Bruc 139 bxs	Eixample	08037	BARCELONA	ESPANYA	+34 934585285						
Restaurant La Dama	Av Diagonal 423 Principal 02	Eixample	08036	BARCELONA	ESPANYA	+34 932020686	+34 932020322	http://www.ladama.restaurant.com		+34 932007299		
Bar Diagonal 460	Av Diagonal 460	Gràcia	08006	BARCELONA	ESPANYA	+34 934161745						
Càtering -  Restaurant Mercès	Av Diagonal 539-541	Les Corts	08029	BARCELONA	ESPANYA	+34 934397375	+34 934394482	http://www.merces.es	info@merces.es	+34 934397006		
Restaurant Bugui	Av Diagonal 633	Les Corts	08028	BARCELONA	ESPANYA	+34 933305117	+34 933395832					
Cervecería Berlín	Av Diagonal 637	Les Corts	08028	BARCELONA	ESPANYA	+34 933309334						
Café del Centre	Girona 69	Eixample	08009	BARCELONA	ESPANYA	+34 934881101			altantu@yahoo.es			
Restaurant Agut	Carrer Gignàs 16	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933151709						
Restaurant Cheriff	Carrer Ginebra 15	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933100760	+34 933196984					
Restaurant La Vaca Paca	Pg Gràcia 21 bxs	Eixample	08007	BARCELONA	ESPANYA	+34 934881282		http://www.lavacapaca.com				
